Company_Name,City,Product_Requirement,Est_Consumption_Kg,Status
Bail-Roy Refineries,Visakhapatnam,Nickel Sulphate,779,Leads Generated
"Bhargava, Mahal and Ratti Refineries",Hosur,Manganese Sulphate,983,Contacted
Kala Inc Refineries,Kochi,Manganese Sulphate,960,Contacted
"Pathak, Khatri and Dayal Refineries",Visakhapatnam,Cobalt Sulphate,4149,Contacted
Zacharia-Agate Refineries,Hyderabad,Manganese Sulphate,1930,Leads Generated
Chauhan and Sons Refineries,Visakhapatnam,Cobalt Sulphate,1282,Contacted
Vaidya Group Refineries,Coimbatore,Nickel Sulphate,4447,Contacted
Prakash-Borra Refineries,Coimbatore,Manganese Sulphate,1860,Contacted
Bhagat LLC Refineries,Hyderabad,Nickel Sulphate,4116,LOI Received
Doshi and Sons Refineries,Chennai,Manganese Sulphate,4616,Discussion Stage
"Mannan, Kapoor and Soman Refineries",Hyderabad,Nickel Sulphate,738,Leads Generated
Pradhan-Nath Refineries,Kochi,Manganese Sulphate,4155,Contacted
Jain and Sons Refineries,Coimbatore,Lithium Carbonate,2000,Contacted
"Bains, Bhalla and Bassi Refineries",Visakhapatnam,Nickel Sulphate,4202,Leads Generated
"Dhawan, Malhotra and Saraf Refineries",Hyderabad,Lithium Carbonate,1521,Contacted
Chada-Gaba Refineries,Coimbatore,Cobalt Sulphate,3612,Contacted
"Randhawa, Sachdev and Bassi Refineries",Kochi,Cobalt Sulphate,2184,Contacted
Puri and Sons Refineries,Visakhapatnam,Nickel Sulphate,2384,Sample Requested
Yadav-Rana Refineries,Hosur,Lithium Carbonate,2355,Contacted
"Anand, Varghese and Raval Refineries",Visakhapatnam,Cobalt Sulphate,3617,Sample Requested
Bains Inc Refineries,Chennai,Manganese Sulphate,1118,Leads Generated
Trivedi-Prasad Refineries,Coimbatore,Nickel Sulphate,2177,Leads Generated
"Wadhwa, Chawla and Sule Refineries",Kochi,Nickel Sulphate,1429,Sample Requested
Mohan LLC Refineries,Chennai,Lithium Carbonate,3689,Contacted
"Sibal, Chanda and Deep Refineries",Hosur,Nickel Sulphate,2688,Leads Generated
Lal-Kanda Refineries,Bengaluru,Cobalt Sulphate,1461,Leads Generated
"Patil, Mutti and Prabhu Refineries",Visakhapatnam,Cobalt Sulphate,4608,Contacted
Chander Group Refineries,Coimbatore,Cobalt Sulphate,3821,Sample Requested
Raman-Divan Refineries,Hyderabad,Nickel Sulphate,3336,LOI Received
Mukhopadhyay-Mohanty Refineries,Visakhapatnam,Cobalt Sulphate,3253,Discussion Stage
Dani Group Refineries,Visakhapatnam,Cobalt Sulphate,3573,Leads Generated
Yadav-Chakraborty Refineries,Bengaluru,Manganese Sulphate,1184,Contacted
"Zachariah, Chauhan and Deo Refineries",Chennai,Lithium Carbonate,1185,Leads Generated
"Dutta, Natt and Suresh Refineries",Chennai,Lithium Carbonate,3060,Leads Generated
Deep Ltd Refineries,Hyderabad,Lithium Carbonate,3504,Discussion Stage
Sanghvi Inc Refineries,Hosur,Lithium Carbonate,4007,Sample Requested
Nazareth-Dutt Refineries,Coimbatore,Manganese Sulphate,1477,LOI Received
Dhar-Nayak Refineries,Bengaluru,Lithium Carbonate,3253,Discussion Stage
"Venkataraman, Balan and Swaminathan Refineries",Coimbatore,Manganese Sulphate,3566,Contacted
"Dhingra, Patil and Walia Refineries",Visakhapatnam,Nickel Sulphate,3463,Sample Requested
Baria Inc Refineries,Visakhapatnam,Nickel Sulphate,2264,Discussion Stage
Mahal PLC Refineries,Kochi,Cobalt Sulphate,2451,Contacted
"Bala, Wason and Garde Refineries",Hyderabad,Cobalt Sulphate,1927,LOI Received
Manda-Patil Refineries,Hyderabad,Cobalt Sulphate,1290,Leads Generated
Arora-Magar Refineries,Kochi,Manganese Sulphate,4488,Leads Generated
Sastry LLC Refineries,Kochi,Lithium Carbonate,4196,Leads Generated
"Sankaran, Grover and Balasubramanian Refineries",Hosur,Manganese Sulphate,3850,LOI Received
"Peri, Varghese and Sarna Refineries",Bengaluru,Cobalt Sulphate,1592,Contacted
"Kunda, Saini and Chaudhary Refineries",Hyderabad,Nickel Sulphate,2361,Leads Generated
Bali LLC Refineries,Visakhapatnam,Manganese Sulphate,2505,Sample Requested
Krishnan LLC Refineries,Kochi,Manganese Sulphate,3102,Sample Requested
Sachdeva-Morar Refineries,Chennai,Nickel Sulphate,4910,Leads Generated
Aggarwal PLC Refineries,Kochi,Nickel Sulphate,1681,Leads Generated
"Murty, Shukla and Mane Refineries",Visakhapatnam,Manganese Sulphate,3305,Leads Generated
"Chowdhury, Bains and Patla Refineries",Coimbatore,Lithium Carbonate,3671,Leads Generated
Sidhu-Khatri Refineries,Visakhapatnam,Nickel Sulphate,1544,LOI Received
"Sarin, Shetty and Prakash Refineries",Chennai,Cobalt Sulphate,1698,Leads Generated
"Balakrishnan, Bhattacharyya and Doshi Refineries",Chennai,Lithium Carbonate,2875,Leads Generated
Anne-Sankar Refineries,Hosur,Manganese Sulphate,605,Discussion Stage
"Nigam, Shan and Parikh Refineries",Visakhapatnam,Nickel Sulphate,4890,Contacted
Baria Group Refineries,Kochi,Cobalt Sulphate,4706,Sample Requested
Halder Ltd Refineries,Visakhapatnam,Nickel Sulphate,4172,Contacted
"Kaul, Desai and Mani Refineries",Hosur,Cobalt Sulphate,4208,Leads Generated
Behl Inc Refineries,Kochi,Manganese Sulphate,2522,Contacted
Kumar Inc Refineries,Bengaluru,Cobalt Sulphate,2752,Contacted
"Munshi, Lal and Pal Refineries",Hyderabad,Manganese Sulphate,3472,Leads Generated
"Bose, Bora and Nayar Refineries",Visakhapatnam,Nickel Sulphate,3147,Leads Generated
"Balakrishnan, Chauhan and Dewan Refineries",Coimbatore,Manganese Sulphate,3420,Leads Generated
Murthy-Bava Refineries,Kochi,Manganese Sulphate,2011,Leads Generated
Gara and Sons Refineries,Chennai,Lithium Carbonate,2268,Leads Generated
Padmanabhan PLC Refineries,Chennai,Manganese Sulphate,1316,Contacted
Hayre LLC Refineries,Kochi,Lithium Carbonate,943,Contacted
"Mall, Ramaswamy and Swaminathan Refineries",Hosur,Nickel Sulphate,877,Discussion Stage
"Thakur, Varkey and Tiwari Refineries",Hyderabad,Lithium Carbonate,2563,Sample Requested
Gala-Divan Refineries,Visakhapatnam,Manganese Sulphate,3841,Contacted
Jaggi-Parmar Refineries,Visakhapatnam,Cobalt Sulphate,3867,Contacted
Rout and Sons Refineries,Bengaluru,Manganese Sulphate,4616,Contacted
Bhardwaj-Chaudhary Refineries,Coimbatore,Manganese Sulphate,3776,Leads Generated
Mistry-Dhillon Refineries,Visakhapatnam,Nickel Sulphate,4468,Sample Requested
"Raja, Ganguly and Seshadri Refineries",Bengaluru,Lithium Carbonate,1505,Sample Requested
Sahni-Konda Refineries,Coimbatore,Manganese Sulphate,986,Discussion Stage
"Khanna, Tandon and Dada Refineries",Visakhapatnam,Cobalt Sulphate,2938,Sample Requested
Halder Inc Refineries,Bengaluru,Manganese Sulphate,2463,Leads Generated
Chaudhary-Mall Refineries,Bengaluru,Manganese Sulphate,3915,Contacted
"Divan, Parmer and Minhas Refineries",Hosur,Cobalt Sulphate,2327,Leads Generated
"Ganesan, Goswami and Deol Refineries",Bengaluru,Nickel Sulphate,1979,Leads Generated
"Samra, Mishra and Dhaliwal Refineries",Bengaluru,Lithium Carbonate,3554,Sample Requested
"Kar, Sanghvi and Chaudhuri Refineries",Kochi,Nickel Sulphate,679,Sample Requested
Char-Bobal Refineries,Chennai,Manganese Sulphate,684,Sample Requested
"Mutti, Swaminathan and Mander Refineries",Coimbatore,Nickel Sulphate,3913,Leads Generated
Wable Group Refineries,Bengaluru,Manganese Sulphate,1124,Contacted
Cherian Ltd Refineries,Visakhapatnam,Nickel Sulphate,4678,Leads Generated
Lad Ltd Refineries,Kochi,Cobalt Sulphate,3500,Leads Generated
Dara LLC Refineries,Bengaluru,Lithium Carbonate,3121,Sample Requested
Gill and Sons Refineries,Visakhapatnam,Nickel Sulphate,3220,Contacted
Malhotra-Chopra Refineries,Hosur,Manganese Sulphate,4956,Discussion Stage
"Sami, Rajan and Kari Refineries",Visakhapatnam,Lithium Carbonate,1497,Sample Requested
D’Alia-Mukhopadhyay Refineries,Hyderabad,Lithium Carbonate,608,Sample Requested
Balay Group Refineries,Chennai,Cobalt Sulphate,1726,Leads Generated
Badami Group Refineries,Chennai,Manganese Sulphate,2464,Discussion Stage
Bhalla LLC Refineries,Hosur,Nickel Sulphate,2852,Contacted
Mody Group Refineries,Coimbatore,Cobalt Sulphate,548,LOI Received
Dasgupta-Konda Refineries,Bengaluru,Cobalt Sulphate,4517,Contacted
"Amble, Cheema and Dhingra Refineries",Visakhapatnam,Manganese Sulphate,4889,Leads Generated
Ray Group Refineries,Coimbatore,Lithium Carbonate,3440,LOI Received
"Ratta, Nagar and Dar Refineries",Visakhapatnam,Lithium Carbonate,3415,Sample Requested
Agate-Parsa Refineries,Kochi,Cobalt Sulphate,4189,Sample Requested
"Balay, Subramaniam and Bakshi Refineries",Visakhapatnam,Manganese Sulphate,1642,Leads Generated
Varghese-Mandal Refineries,Bengaluru,Nickel Sulphate,885,Contacted
"Rama, Deep and Raghavan Refineries",Chennai,Manganese Sulphate,2022,Leads Generated
Dubey-Loke Refineries,Visakhapatnam,Cobalt Sulphate,4351,Leads Generated
Sha-Sidhu Refineries,Coimbatore,Lithium Carbonate,2428,Discussion Stage
"Sridhar, Choudhury and Choudhry Refineries",Chennai,Manganese Sulphate,4077,Leads Generated
Bumb-Tailor Refineries,Kochi,Lithium Carbonate,3869,Discussion Stage
"Dugal, Sawhney and Gopal Refineries",Bengaluru,Lithium Carbonate,3443,Discussion Stage
Srivastava-Rau Refineries,Kochi,Lithium Carbonate,3179,Contacted
Narasimhan Ltd Refineries,Hosur,Cobalt Sulphate,2381,Leads Generated
Manne PLC Refineries,Bengaluru,Cobalt Sulphate,4644,LOI Received
Kuruvilla and Sons Refineries,Visakhapatnam,Cobalt Sulphate,2712,Contacted
Ghosh LLC Refineries,Bengaluru,Manganese Sulphate,1041,Contacted
"Madan, Chopra and Acharya Refineries",Kochi,Cobalt Sulphate,4035,Leads Generated
Ranganathan Group Refineries,Kochi,Lithium Carbonate,712,LOI Received
Sundaram-Tailor Refineries,Hosur,Lithium Carbonate,851,Leads Generated
"Gaba, Patla and Bobal Refineries",Hosur,Cobalt Sulphate,2385,Leads Generated
Issac-Palla Refineries,Chennai,Lithium Carbonate,4151,Contacted
"Kari, Bala and Bera Refineries",Coimbatore,Lithium Carbonate,4199,Leads Generated
Kara-Thakkar Refineries,Hosur,Lithium Carbonate,2294,Leads Generated
Upadhyay-Mangat Refineries,Kochi,Cobalt Sulphate,3351,Leads Generated
Sehgal Group Refineries,Bengaluru,Nickel Sulphate,4139,Leads Generated
Rajagopal-Sathe Refineries,Chennai,Cobalt Sulphate,4518,Discussion Stage
Bath-Iyengar Refineries,Hosur,Lithium Carbonate,2215,Leads Generated
Sant-Vasa Refineries,Coimbatore,Lithium Carbonate,2282,Contacted
Gill-Devan Refineries,Chennai,Manganese Sulphate,730,Discussion Stage
Vaidya Inc Refineries,Bengaluru,Manganese Sulphate,3739,Sample Requested
Issac Group Refineries,Hosur,Cobalt Sulphate,1324,Leads Generated
"Sarna, Shenoy and Ratti Refineries",Hyderabad,Manganese Sulphate,1109,Contacted
Badal Ltd Refineries,Visakhapatnam,Nickel Sulphate,2973,Leads Generated
Ahuja-Yohannan Refineries,Chennai,Manganese Sulphate,4937,Sample Requested
Shah Ltd Refineries,Hosur,Nickel Sulphate,796,Leads Generated
"Salvi, Kunda and Munshi Refineries",Hosur,Manganese Sulphate,1407,Sample Requested
Balan-Som Refineries,Coimbatore,Manganese Sulphate,995,Leads Generated
"Mannan, Sankaran and Lata Refineries",Bengaluru,Cobalt Sulphate,1896,Contacted
Bandi-Rau Refineries,Visakhapatnam,Nickel Sulphate,4253,Leads Generated
Modi Inc Refineries,Hosur,Manganese Sulphate,1914,Leads Generated
"Wason, Bandi and Hari Refineries",Coimbatore,Manganese Sulphate,1850,Leads Generated
"Murty, Grover and Chaudhry Refineries",Kochi,Cobalt Sulphate,2627,Leads Generated
"Salvi, Nagar and Sen Refineries",Coimbatore,Manganese Sulphate,3303,Sample Requested
Kota-Morar Refineries,Visakhapatnam,Lithium Carbonate,523,Contacted
Lala and Sons Refineries,Bengaluru,Nickel Sulphate,4986,Contacted
"Rau, Hora and Baria Refineries",Visakhapatnam,Nickel Sulphate,4311,Discussion Stage
Ramachandran-Tak Refineries,Coimbatore,Cobalt Sulphate,748,Contacted
"Dutt, Nagarajan and Mane Refineries",Chennai,Manganese Sulphate,1072,Contacted
Shetty-Nori Refineries,Visakhapatnam,Cobalt Sulphate,2301,Contacted
Nadkarni Group Refineries,Hosur,Nickel Sulphate,1587,Contacted
"Anne, Palla and Zachariah Refineries",Chennai,Nickel Sulphate,1594,Leads Generated
Murthy-Sachdev Refineries,Bengaluru,Manganese Sulphate,3394,Discussion Stage
Nanda-Tandon Refineries,Chennai,Cobalt Sulphate,4104,Leads Generated
Shankar Group Refineries,Chennai,Cobalt Sulphate,609,Sample Requested
Nigam-Gour Refineries,Hosur,Lithium Carbonate,4863,Leads Generated
Nayak-Toor Refineries,Chennai,Manganese Sulphate,4251,LOI Received
Andra Group Refineries,Chennai,Manganese Sulphate,2876,Sample Requested
Mahajan-Jhaveri Refineries,Hosur,Manganese Sulphate,2169,Leads Generated
Boase and Sons Refineries,Chennai,Nickel Sulphate,1481,Leads Generated
Bains-Divan Refineries,Bengaluru,Nickel Sulphate,2207,Contacted
"Hora, Kalita and Baria Refineries",Kochi,Manganese Sulphate,4465,Contacted
Nagar-Muni Refineries,Chennai,Lithium Carbonate,556,Sample Requested
Jha-Padmanabhan Refineries,Coimbatore,Nickel Sulphate,4954,Contacted
De-Yohannan Refineries,Bengaluru,Lithium Carbonate,3975,Leads Generated
Bath-Raju Refineries,Chennai,Cobalt Sulphate,2244,Contacted
Borde Group Refineries,Bengaluru,Cobalt Sulphate,2317,Leads Generated
Patla Group Refineries,Coimbatore,Nickel Sulphate,2954,Leads Generated
Pall-Sekhon Refineries,Coimbatore,Lithium Carbonate,2304,Leads Generated
"Karan, Majumdar and Savant Refineries",Coimbatore,Cobalt Sulphate,2572,Leads Generated
"Toor, Solanki and Nadig Refineries",Visakhapatnam,Nickel Sulphate,2716,Contacted
Shukla-Mahajan Refineries,Visakhapatnam,Lithium Carbonate,4035,Discussion Stage
"Kala, Oommen and Bansal Refineries",Hosur,Manganese Sulphate,2456,Leads Generated
"Sridhar, Kale and Chadha Refineries",Coimbatore,Cobalt Sulphate,1066,Discussion Stage
"Dhar, Pillai and Bath Refineries",Kochi,Lithium Carbonate,2864,Leads Generated
"Bail, Zachariah and Raja Refineries",Visakhapatnam,Manganese Sulphate,3077,Discussion Stage
Dani and Sons Refineries,Coimbatore,Lithium Carbonate,3118,Contacted
Nath-Agrawal Refineries,Coimbatore,Manganese Sulphate,4146,Leads Generated
Wason-Srivastava Refineries,Hosur,Nickel Sulphate,2111,Discussion Stage
"Thaker, Subramaniam and Anand Refineries",Visakhapatnam,Lithium Carbonate,1958,Leads Generated
Kamdar PLC Refineries,Bengaluru,Cobalt Sulphate,2308,Leads Generated
Nayak Inc Refineries,Chennai,Lithium Carbonate,4960,Contacted
"Dutta, Hayer and Wable Refineries",Coimbatore,Cobalt Sulphate,2689,Leads Generated
"Goswami, Naik and Chatterjee Refineries",Bengaluru,Lithium Carbonate,4137,Sample Requested
"Sankaran, Buch and Dave Refineries",Hyderabad,Cobalt Sulphate,1369,Leads Generated
Agrawal Ltd Refineries,Bengaluru,Cobalt Sulphate,1823,Sample Requested
Thaker LLC Refineries,Coimbatore,Manganese Sulphate,2072,Leads Generated
Sharaf Inc Refineries,Hosur,Manganese Sulphate,3173,Contacted
"Arora, Sha and Sandhu Refineries",Hyderabad,Lithium Carbonate,4484,Leads Generated
"Bhandari, Mani and Bassi Refineries",Coimbatore,Nickel Sulphate,654,Sample Requested
Dugal Inc Refineries,Bengaluru,Nickel Sulphate,3969,Contacted
Hegde-Wable Refineries,Kochi,Manganese Sulphate,4452,Discussion Stage
"Mukhopadhyay, Dhar and Sidhu Refineries",Hosur,Lithium Carbonate,2566,Leads Generated
"Khare, Madan and Kant Refineries",Coimbatore,Cobalt Sulphate,1015,Leads Generated
"Bhalla, Virk and Barad Refineries",Hosur,Manganese Sulphate,3272,Leads Generated
Kade PLC Refineries,Kochi,Manganese Sulphate,1652,Discussion Stage
Sarin PLC Refineries,Visakhapatnam,Manganese Sulphate,1934,Contacted
"Dave, Shah and Vohra Refineries",Chennai,Cobalt Sulphate,1780,Discussion Stage
Bir-Karpe Refineries,Visakhapatnam,Cobalt Sulphate,1987,Leads Generated
Natarajan-Deep Refineries,Visakhapatnam,Cobalt Sulphate,599,Sample Requested
Pal-Srinivas Refineries,Coimbatore,Cobalt Sulphate,3051,Contacted
Borah Ltd Refineries,Chennai,Nickel Sulphate,3606,Leads Generated
Gara PLC Refineries,Coimbatore,Manganese Sulphate,2435,Contacted
Kamdar-Kala Refineries,Hyderabad,Manganese Sulphate,1290,Leads Generated
Khurana PLC Refineries,Hosur,Lithium Carbonate,2175,Sample Requested
Bhakta and Sons Refineries,Bengaluru,Lithium Carbonate,3149,Discussion Stage
"Hari, Tank and Sarin Refineries",Visakhapatnam,Nickel Sulphate,566,Contacted
"Choudhary, Bumb and Kumar Refineries",Bengaluru,Lithium Carbonate,2959,Contacted
Gandhi LLC Refineries,Chennai,Manganese Sulphate,4771,Discussion Stage
Nayak-Krishna Refineries,Coimbatore,Cobalt Sulphate,2666,Sample Requested
Patla-Shetty Refineries,Coimbatore,Manganese Sulphate,981,LOI Received
Nanda Group Refineries,Visakhapatnam,Nickel Sulphate,1920,Contacted
Bera-Pillay Refineries,Coimbatore,Cobalt Sulphate,3907,Leads Generated
Wable-Narang Refineries,Bengaluru,Manganese Sulphate,4085,Leads Generated
Banerjee LLC Refineries,Kochi,Lithium Carbonate,2752,LOI Received
"Mall, Patla and Gade Refineries",Bengaluru,Cobalt Sulphate,4875,Contacted
"Ramachandran, Vyas and Mallick Refineries",Visakhapatnam,Cobalt Sulphate,4196,Sample Requested
Toor-Rege Refineries,Coimbatore,Lithium Carbonate,3041,Leads Generated
Jani Ltd Refineries,Hosur,Cobalt Sulphate,2141,Leads Generated
"Lad, Raghavan and Venkataraman Refineries",Visakhapatnam,Cobalt Sulphate,1170,Leads Generated
Minhas-Varghese Refineries,Chennai,Nickel Sulphate,4222,Leads Generated
"Prakash, Patla and Peri Refineries",Coimbatore,Manganese Sulphate,1718,Contacted
Gulati PLC Refineries,Chennai,Manganese Sulphate,3054,Leads Generated
Brahmbhatt-Batta Refineries,Kochi,Nickel Sulphate,2036,Leads Generated
Tripathi PLC Refineries,Visakhapatnam,Manganese Sulphate,4069,Contacted
Bhargava Ltd Refineries,Visakhapatnam,Lithium Carbonate,4842,Leads Generated
Hayer Ltd Refineries,Visakhapatnam,Manganese Sulphate,3421,Leads Generated
Pillai-Saini Refineries,Kochi,Lithium Carbonate,1447,Leads Generated
Shankar-Kannan Refineries,Hosur,Nickel Sulphate,676,Leads Generated
"Sharaf, Khurana and Hans Refineries",Kochi,Lithium Carbonate,3895,Contacted
More PLC Refineries,Visakhapatnam,Manganese Sulphate,4817,LOI Received
"Mani, Chaudhary and Mand Refineries",Coimbatore,Manganese Sulphate,4458,Sample Requested
"Dora, Pau and Brahmbhatt Refineries",Chennai,Manganese Sulphate,3442,Leads Generated
"Din, Mody and Iyengar Refineries",Hosur,Nickel Sulphate,2909,Sample Requested
Mutti Group Refineries,Coimbatore,Manganese Sulphate,1918,Discussion Stage
Bahri-Bala Refineries,Hyderabad,Lithium Carbonate,1130,Leads Generated
"Bumb, Kothari and Tata Refineries",Bengaluru,Cobalt Sulphate,1971,Leads Generated
Sahota Inc Refineries,Chennai,Nickel Sulphate,1755,Contacted
Bhatnagar-Shenoy Refineries,Kochi,Cobalt Sulphate,4253,Discussion Stage
Walia-Natt Refineries,Coimbatore,Cobalt Sulphate,4564,Leads Generated
Shetty-Sule Refineries,Visakhapatnam,Cobalt Sulphate,2831,Discussion Stage
"Nadkarni, Varughese and Pant Refineries",Kochi,Cobalt Sulphate,1231,Contacted
Dara and Sons Refineries,Kochi,Manganese Sulphate,1398,Sample Requested
Lall Inc Refineries,Visakhapatnam,Nickel Sulphate,3451,Contacted
Samra Inc Refineries,Coimbatore,Nickel Sulphate,3099,Sample Requested
"Raval, Wali and Chaudhuri Refineries",Hosur,Nickel Sulphate,2528,Sample Requested
Swaminathan-Kar Refineries,Kochi,Nickel Sulphate,1753,Leads Generated
"Deol, Srinivasan and Lanka Refineries",Chennai,Manganese Sulphate,3443,Leads Generated
Narayan Inc Refineries,Hyderabad,Lithium Carbonate,4779,Contacted
Dash Inc Refineries,Hosur,Lithium Carbonate,4141,Discussion Stage
"Singhal, Subramaniam and Bora Refineries",Bengaluru,Lithium Carbonate,4432,Leads Generated
"Lanka, Bajaj and Kaul Refineries",Hosur,Manganese Sulphate,1090,Sample Requested
Gokhale-Raj Refineries,Visakhapatnam,Cobalt Sulphate,3890,Leads Generated
Bail-Prasad Refineries,Chennai,Lithium Carbonate,4195,Contacted
"Prabhu, Karpe and More Refineries",Coimbatore,Nickel Sulphate,2745,Leads Generated
"Sunder, Kapadia and Deshpande Refineries",Hosur,Nickel Sulphate,2260,Discussion Stage
"Kuruvilla, Jayaraman and Gola Refineries",Coimbatore,Nickel Sulphate,2457,Discussion Stage
Patel-Chad Refineries,Bengaluru,Manganese Sulphate,4676,Leads Generated
Dixit-Natt Refineries,Bengaluru,Lithium Carbonate,2667,Leads Generated
Chadha-Sharaf Refineries,Bengaluru,Lithium Carbonate,3075,Contacted
Bhatt Group Refineries,Bengaluru,Lithium Carbonate,4107,Contacted
Tank-Krish Refineries,Bengaluru,Lithium Carbonate,1523,Leads Generated
Garg Ltd Refineries,Bengaluru,Cobalt Sulphate,2647,Discussion Stage
Gole LLC Refineries,Hyderabad,Lithium Carbonate,1559,Sample Requested
Wagle LLC Refineries,Kochi,Lithium Carbonate,4555,Leads Generated
Gaba-Naidu Refineries,Hyderabad,Cobalt Sulphate,4254,Discussion Stage
Bakshi and Sons Refineries,Hyderabad,Cobalt Sulphate,4171,Leads Generated
Pradhan and Sons Refineries,Coimbatore,Manganese Sulphate,4044,LOI Received
Srinivas Inc Refineries,Kochi,Cobalt Sulphate,3913,LOI Received
Kaul-Gola Refineries,Visakhapatnam,Nickel Sulphate,2361,Contacted
Chaudry LLC Refineries,Chennai,Nickel Sulphate,3641,Leads Generated
Srivastava PLC Refineries,Kochi,Lithium Carbonate,1652,Contacted
Parikh-Kumar Refineries,Kochi,Cobalt Sulphate,2655,Leads Generated
Khosla-Gandhi Refineries,Kochi,Lithium Carbonate,1523,Contacted
Arya-Kadakia Refineries,Visakhapatnam,Lithium Carbonate,2727,Leads Generated
Johal-Mani Refineries,Visakhapatnam,Cobalt Sulphate,2571,Contacted
Kata Ltd Refineries,Chennai,Manganese Sulphate,3430,Discussion Stage
Prasad LLC Refineries,Chennai,Lithium Carbonate,1034,Discussion Stage
Tara Group Refineries,Coimbatore,Nickel Sulphate,1140,Discussion Stage
Khalsa-Nayar Refineries,Hyderabad,Nickel Sulphate,1612,Contacted
Sem LLC Refineries,Visakhapatnam,Manganese Sulphate,948,Sample Requested
Bera Inc Refineries,Bengaluru,Nickel Sulphate,2374,Contacted
Chana-Bajwa Refineries,Visakhapatnam,Lithium Carbonate,1591,Contacted
Sarma PLC Refineries,Kochi,Nickel Sulphate,4737,Contacted
Desai-Gandhi Refineries,Kochi,Cobalt Sulphate,2081,LOI Received
Nagy-Varty Refineries,Bengaluru,Nickel Sulphate,4656,Contacted
Sathe Group Refineries,Kochi,Lithium Carbonate,4474,Leads Generated
Thakkar-Dass Refineries,Hosur,Lithium Carbonate,614,Leads Generated
Sengupta-Kala Refineries,Chennai,Nickel Sulphate,2887,Sample Requested
"Nagi, Mistry and Gopal Refineries",Coimbatore,Nickel Sulphate,4804,Sample Requested
Chandra LLC Refineries,Visakhapatnam,Cobalt Sulphate,2214,Sample Requested
"Bhardwaj, Pingle and Devi Refineries",Kochi,Cobalt Sulphate,2911,Contacted
Bhasin PLC Refineries,Hyderabad,Manganese Sulphate,649,Contacted
"Sami, Yadav and Baria Refineries",Coimbatore,Manganese Sulphate,1912,Leads Generated
Rout-Wali Refineries,Kochi,Manganese Sulphate,1904,Contacted
"Pai, Tata and Sanghvi Refineries",Coimbatore,Cobalt Sulphate,514,LOI Received
Salvi and Sons Refineries,Hyderabad,Manganese Sulphate,1516,LOI Received
Bakshi Inc Refineries,Hyderabad,Lithium Carbonate,2887,Leads Generated
Gill PLC Refineries,Bengaluru,Cobalt Sulphate,1358,Leads Generated
Kant Group Refineries,Visakhapatnam,Lithium Carbonate,4437,Discussion Stage
Joshi Ltd Refineries,Coimbatore,Nickel Sulphate,3602,Leads Generated
Khurana-Thakkar Refineries,Hyderabad,Cobalt Sulphate,2220,Contacted
Yogi and Sons Refineries,Chennai,Manganese Sulphate,3215,Discussion Stage
"Vora, Bansal and Gupta Refineries",Hyderabad,Nickel Sulphate,3791,Contacted
Dayal-Dugar Refineries,Hosur,Nickel Sulphate,2342,Contacted
Tak LLC Refineries,Visakhapatnam,Nickel Sulphate,3031,Leads Generated
"Srinivas, Gara and Dalal Refineries",Hyderabad,Cobalt Sulphate,4540,Discussion Stage
Sandhu LLC Refineries,Hyderabad,Cobalt Sulphate,4177,Contacted
"Chauhan, Ranganathan and Ramesh Refineries",Visakhapatnam,Manganese Sulphate,3645,Leads Generated
Ganguly-Andra Refineries,Chennai,Cobalt Sulphate,3453,Contacted
Chaudry Group Refineries,Hosur,Nickel Sulphate,2946,LOI Received
Mahal LLC Refineries,Visakhapatnam,Manganese Sulphate,1816,Leads Generated
Sane LLC Refineries,Hyderabad,Manganese Sulphate,3159,Contacted
"Pandit, Basu and Gara Refineries",Chennai,Cobalt Sulphate,3113,Leads Generated
Kala Inc Refineries,Hosur,Manganese Sulphate,3787,Sample Requested
"Dugar, Prashad and Chacko Refineries",Bengaluru,Cobalt Sulphate,3738,Contacted
Raval Inc Refineries,Hyderabad,Lithium Carbonate,4701,Discussion Stage
"Aggarwal, Sangha and Ratti Refineries",Hosur,Nickel Sulphate,1861,Sample Requested
"Grewal, Borra and Raj Refineries",Chennai,Lithium Carbonate,4035,Contacted
Modi-Koshy Refineries,Coimbatore,Nickel Sulphate,924,Leads Generated
"Loyal, Barad and Dora Refineries",Coimbatore,Manganese Sulphate,1603,Leads Generated
Mall Inc Refineries,Kochi,Nickel Sulphate,1731,Leads Generated
"Kata, Goda and Ghosh Refineries",Kochi,Manganese Sulphate,2490,Leads Generated
Bawa Ltd Refineries,Coimbatore,Cobalt Sulphate,4213,Contacted
"Chander, Jayaraman and Bajwa Refineries",Kochi,Manganese Sulphate,2358,Sample Requested
Prabhu-Andra Refineries,Bengaluru,Nickel Sulphate,1505,Contacted
Guha-Mangat Refineries,Bengaluru,Cobalt Sulphate,3262,Discussion Stage
Varty-Chaudhary Refineries,Hyderabad,Nickel Sulphate,1576,Contacted
Choudhry Group Refineries,Hyderabad,Lithium Carbonate,2014,Contacted
Verma PLC Refineries,Hyderabad,Nickel Sulphate,1850,Discussion Stage
Mukhopadhyay PLC Refineries,Hosur,Manganese Sulphate,3400,Contacted
"Kale, Ganesan and Bora Refineries",Hosur,Cobalt Sulphate,4980,Leads Generated
"Shanker, Nigam and Barad Refineries",Bengaluru,Nickel Sulphate,3469,Discussion Stage
"Warrior, Dugal and Kunda Refineries",Chennai,Nickel Sulphate,2861,Contacted
