Company_Name,City,Battery_Type,Est_Monthly_Kg,Status
"Maharaj, Khalsa and Gill E-Waste Solutions",Bengaluru,E-Scooter,374,Contacted
"Borde, Setty and Mander E-Waste Solutions",Coimbatore,E-Bike,224,Contacted
Sehgal-Raghavan E-Waste Solutions,Bengaluru,E-Scooter,463,Contacted
Varghese-Bhavsar E-Waste Solutions,Visakhapatnam,Mobile Phone,1123,Leads Generated
"Bora, Swamy and Sahni E-Waste Solutions",Hosur,E-Bike,798,Interested
"Bajaj, Purohit and Ramanathan E-Waste Solutions",Bengaluru,E-Bike,221,Qualified
Char-Ramesh E-Waste Solutions,Kochi,Laptop,1359,Contacted
Ravi-Barad E-Waste Solutions,Chennai,E-Bike,1280,Leads Generated
"Dara, Mandal and Dar E-Waste Solutions",Chennai,EV Battery Packs,814,Qualified
Babu-Borah E-Waste Solutions,Visakhapatnam,Laptop,283,LOI Received
"Rana, Kar and Sachdev E-Waste Solutions",Bengaluru,EV Battery Packs,153,Leads Generated
Dhawan-Bali E-Waste Solutions,Hosur,Mobile Phone,783,Leads Generated
"Bhatnagar, Varkey and Bora E-Waste Solutions",Hosur,E-Scooter,1398,Leads Generated
Singhal Inc E-Waste Solutions,Coimbatore,Mobile Phone,1389,Leads Generated
Kamdar-Wadhwa E-Waste Solutions,Bengaluru,Laptop,1462,Leads Generated
"Sodhi, Bassi and Mangat E-Waste Solutions",Chennai,Laptop,900,Contacted
"Jaggi, Palan and Rajagopal E-Waste Solutions",Chennai,Laptop,676,Contacted
Bal-Bains E-Waste Solutions,Hyderabad,Laptop,1421,Contacted
Raj-Modi E-Waste Solutions,Chennai,Laptop,477,Leads Generated
Sane Ltd E-Waste Solutions,Bengaluru,E-Scooter,1470,Leads Generated
"Wali, Rajan and Taneja E-Waste Solutions",Bengaluru,E-Scooter,1160,LOI Received
Dasgupta and Sons E-Waste Solutions,Coimbatore,E-Bike,1434,Leads Generated
Goswami-Lala E-Waste Solutions,Chennai,Laptop,336,Contacted
Suresh and Sons E-Waste Solutions,Bengaluru,Laptop,946,Leads Generated
"Soman, Bansal and Venkatesh E-Waste Solutions",Hosur,Laptop,977,Qualified
Bhatnagar Inc E-Waste Solutions,Chennai,Laptop,245,Contacted
Sahni-Choudhary E-Waste Solutions,Chennai,EV Battery Packs,1249,Qualified
Ghose-Srivastava E-Waste Solutions,Chennai,Laptop,1108,Contacted
Nadig PLC E-Waste Solutions,Hyderabad,E-Bike,1255,Leads Generated
Natt Ltd E-Waste Solutions,Hosur,EV Battery Packs,142,Qualified
"Divan, Subramanian and Palla E-Waste Solutions",Kochi,EV Battery Packs,448,Qualified
"Shroff, Kunda and Venkatesh E-Waste Solutions",Coimbatore,EV Battery Packs,925,Leads Generated
"Khatri, Dugar and Barad E-Waste Solutions",Hosur,Mobile Phone,524,Leads Generated
Memon Group E-Waste Solutions,Hyderabad,E-Bike,1319,Interested
Wadhwa-Johal E-Waste Solutions,Chennai,Laptop,250,Leads Generated
Nagar-Basu E-Waste Solutions,Hosur,Mobile Phone,986,Leads Generated
Dugar PLC E-Waste Solutions,Hyderabad,Laptop,1265,Contacted
Sachar-Palan E-Waste Solutions,Hosur,Laptop,1213,Interested
Prasad-Iyengar E-Waste Solutions,Hosur,Mobile Phone,210,LOI Received
Dave Group E-Waste Solutions,Bengaluru,Laptop,625,Leads Generated
"Chadha, Zacharia and Mall E-Waste Solutions",Hyderabad,Mobile Phone,1139,Leads Generated
"Khatri, Char and Balan E-Waste Solutions",Coimbatore,EV Battery Packs,1424,Leads Generated
Chada-Shenoy E-Waste Solutions,Chennai,Laptop,100,Contacted
Chauhan-Aggarwal E-Waste Solutions,Hyderabad,EV Battery Packs,575,Leads Generated
Das-Sarkar E-Waste Solutions,Visakhapatnam,Mobile Phone,1162,Interested
"Pandya, Kapoor and Sagar E-Waste Solutions",Coimbatore,E-Scooter,1154,Contacted
Sunder and Sons E-Waste Solutions,Visakhapatnam,E-Bike,803,Leads Generated
"Pall, Loyal and Bir E-Waste Solutions",Bengaluru,E-Scooter,297,Qualified
"Chatterjee, Bahri and Atwal E-Waste Solutions",Chennai,E-Bike,1086,Leads Generated
"Mukhopadhyay, Savant and Sengupta E-Waste Solutions",Hosur,E-Scooter,1147,Leads Generated
Date-Bhattacharyya E-Waste Solutions,Visakhapatnam,E-Scooter,1307,LOI Received
Loyal-Mall E-Waste Solutions,Chennai,E-Scooter,1202,Qualified
"Divan, Patla and Srinivasan E-Waste Solutions",Bengaluru,Laptop,672,Interested
"Badami, Dubey and Parmer E-Waste Solutions",Kochi,EV Battery Packs,1009,Contacted
Kalita-Murthy E-Waste Solutions,Coimbatore,Laptop,1387,Contacted
Sarkar Ltd E-Waste Solutions,Coimbatore,E-Scooter,1250,Contacted
Borde-Bose E-Waste Solutions,Hyderabad,Laptop,1063,LOI Received
"Prashad, Dalal and Purohit E-Waste Solutions",Kochi,E-Bike,1093,Leads Generated
Wagle Group E-Waste Solutions,Hyderabad,E-Scooter,1262,Interested
Pai-Mukhopadhyay E-Waste Solutions,Hyderabad,Mobile Phone,1323,Leads Generated
"Reddy, Walia and Rana E-Waste Solutions",Bengaluru,Laptop,681,Interested
Sarma Group E-Waste Solutions,Kochi,E-Scooter,1251,Leads Generated
Sarna LLC E-Waste Solutions,Coimbatore,E-Bike,1189,Contacted
Samra PLC E-Waste Solutions,Coimbatore,E-Bike,688,LOI Received
"Sachar, Dugar and Gill E-Waste Solutions",Visakhapatnam,E-Scooter,854,Leads Generated
"Baria, Choudhary and Venkataraman E-Waste Solutions",Visakhapatnam,E-Scooter,675,Leads Generated
"Hayer, Tandon and Dhingra E-Waste Solutions",Kochi,Mobile Phone,1170,Contacted
"Varghese, Shah and Sodhi E-Waste Solutions",Visakhapatnam,EV Battery Packs,946,Contacted
"Pandya, Sur and Nanda E-Waste Solutions",Kochi,Mobile Phone,1247,Leads Generated
Peri Ltd E-Waste Solutions,Coimbatore,Mobile Phone,1340,Qualified
Khare LLC E-Waste Solutions,Visakhapatnam,EV Battery Packs,470,Interested
Nagar Ltd E-Waste Solutions,Visakhapatnam,E-Bike,421,Contacted
Balan-Kalla E-Waste Solutions,Hosur,E-Scooter,512,Qualified
Mani PLC E-Waste Solutions,Bengaluru,E-Scooter,639,Leads Generated
Mane-Choudhury E-Waste Solutions,Hosur,Mobile Phone,393,Contacted
"Badami, Walla and De E-Waste Solutions",Hyderabad,EV Battery Packs,850,Qualified
"Goel, Majumdar and Chakraborty E-Waste Solutions",Visakhapatnam,Laptop,994,Leads Generated
"Narayanan, Jaggi and Lanka E-Waste Solutions",Bengaluru,E-Bike,1391,Contacted
"Prasad, Biswas and Zachariah E-Waste Solutions",Bengaluru,E-Bike,1440,Contacted
Rama and Sons E-Waste Solutions,Bengaluru,EV Battery Packs,467,Interested
Aggarwal Inc E-Waste Solutions,Visakhapatnam,Laptop,539,Leads Generated
Dyal-Mitra E-Waste Solutions,Kochi,E-Bike,1183,Contacted
"Dyal, Prabhakar and Mani E-Waste Solutions",Coimbatore,EV Battery Packs,541,LOI Received
Rajagopalan-Joshi E-Waste Solutions,Hyderabad,EV Battery Packs,1020,Contacted
"Thakur, Mittal and Nadig E-Waste Solutions",Hosur,EV Battery Packs,181,Leads Generated
Dayal LLC E-Waste Solutions,Coimbatore,E-Bike,544,Leads Generated
Iyer LLC E-Waste Solutions,Visakhapatnam,Laptop,993,Contacted
Dalal Ltd E-Waste Solutions,Bengaluru,Mobile Phone,996,Leads Generated
Das-Srivastava E-Waste Solutions,Chennai,Laptop,889,Interested
Oommen-Bassi E-Waste Solutions,Hosur,Laptop,657,Contacted
Sawhney and Sons E-Waste Solutions,Bengaluru,Laptop,836,Leads Generated
"Oza, Doshi and Chopra E-Waste Solutions",Hosur,E-Scooter,430,Contacted
Balasubramanian-Om E-Waste Solutions,Coimbatore,E-Scooter,576,Contacted
"Bhagat, Balay and Saxena E-Waste Solutions",Hyderabad,EV Battery Packs,549,Contacted
Chokshi Ltd E-Waste Solutions,Hyderabad,Laptop,181,Leads Generated
Nath PLC E-Waste Solutions,Visakhapatnam,E-Bike,1274,Leads Generated
Ahuja-Khare E-Waste Solutions,Coimbatore,Laptop,567,Leads Generated
"Issac, Ghose and Kunda E-Waste Solutions",Hosur,E-Bike,1329,Contacted
"Dass, Aggarwal and Sundaram E-Waste Solutions",Kochi,E-Bike,841,Qualified
"Thakur, Goda and Chahal E-Waste Solutions",Hosur,EV Battery Packs,1213,Contacted
Raj-Sathe E-Waste Solutions,Coimbatore,E-Bike,116,Leads Generated
Narayanan-Bhavsar E-Waste Solutions,Coimbatore,Laptop,492,Leads Generated
Chaudhari-Yadav E-Waste Solutions,Chennai,EV Battery Packs,154,Leads Generated
"Lala, Swamy and Ramakrishnan E-Waste Solutions",Visakhapatnam,E-Scooter,232,Contacted
Chana and Sons E-Waste Solutions,Visakhapatnam,E-Bike,963,LOI Received
"Chander, Brar and Grover E-Waste Solutions",Hosur,Mobile Phone,329,Leads Generated
Kapadia LLC E-Waste Solutions,Hyderabad,E-Scooter,934,Interested
Dhawan-Raman E-Waste Solutions,Chennai,Laptop,774,Contacted
Pillai-Oommen E-Waste Solutions,Kochi,Mobile Phone,438,Leads Generated
Acharya Inc E-Waste Solutions,Chennai,EV Battery Packs,498,Leads Generated
"Sem, Mahajan and Setty E-Waste Solutions",Kochi,EV Battery Packs,688,LOI Received
Chatterjee-Dar E-Waste Solutions,Kochi,E-Bike,233,Leads Generated
Jayaraman-Tella E-Waste Solutions,Kochi,Mobile Phone,1407,Leads Generated
Badami-Sharaf E-Waste Solutions,Visakhapatnam,E-Scooter,504,Leads Generated
Ram-Cherian E-Waste Solutions,Kochi,E-Bike,495,Qualified
Patla-Bakshi E-Waste Solutions,Visakhapatnam,Laptop,292,Qualified
Menon Inc E-Waste Solutions,Hosur,Laptop,122,Contacted
"Mahajan, Suri and Gour E-Waste Solutions",Visakhapatnam,Mobile Phone,393,Contacted
"Iyengar, Pau and Chander E-Waste Solutions",Coimbatore,Laptop,989,Contacted
Parmar-Palan E-Waste Solutions,Coimbatore,E-Scooter,1465,Leads Generated
"Arora, Dewan and Shere E-Waste Solutions",Coimbatore,Mobile Phone,566,Leads Generated
"Khurana, Kunda and Dhaliwal E-Waste Solutions",Chennai,E-Scooter,574,Leads Generated
Gala PLC E-Waste Solutions,Visakhapatnam,E-Bike,1456,Qualified
Dua-Ramakrishnan E-Waste Solutions,Visakhapatnam,E-Scooter,517,Qualified
Solanki Ltd E-Waste Solutions,Visakhapatnam,EV Battery Packs,679,Contacted
Karpe-Sharma E-Waste Solutions,Coimbatore,E-Bike,903,Leads Generated
Baria Group E-Waste Solutions,Kochi,Mobile Phone,218,Interested
Gill Inc E-Waste Solutions,Chennai,Laptop,1281,Leads Generated
Sandal Group E-Waste Solutions,Bengaluru,E-Scooter,1007,Leads Generated
"Mahajan, Mukherjee and Subramaniam E-Waste Solutions",Hosur,E-Scooter,1061,Leads Generated
Sankaran-Jhaveri E-Waste Solutions,Coimbatore,EV Battery Packs,728,Qualified
"Walia, Wali and Borra E-Waste Solutions",Bengaluru,Mobile Phone,986,Qualified
Samra-Borra E-Waste Solutions,Hyderabad,E-Bike,1406,Interested
Wason-Salvi E-Waste Solutions,Hyderabad,EV Battery Packs,1004,Contacted
Chatterjee-Ratti E-Waste Solutions,Bengaluru,Mobile Phone,1426,Leads Generated
"Deep, Chacko and Dora E-Waste Solutions",Visakhapatnam,Laptop,1460,Qualified
Thakkar-Bhalla E-Waste Solutions,Hyderabad,Mobile Phone,1187,Qualified
"Manda, Shanker and Dugar E-Waste Solutions",Visakhapatnam,E-Scooter,1234,Contacted
Behl Inc E-Waste Solutions,Hyderabad,E-Bike,557,Leads Generated
"Sathe, Palla and Mannan E-Waste Solutions",Visakhapatnam,E-Bike,947,Contacted
Chatterjee-Sarraf E-Waste Solutions,Kochi,Laptop,728,Leads Generated
"Bhargava, Kota and Subramaniam E-Waste Solutions",Hyderabad,EV Battery Packs,106,LOI Received
"Bhardwaj, Kadakia and Bhatti E-Waste Solutions",Chennai,E-Scooter,1043,Leads Generated
Sawhney and Sons E-Waste Solutions,Bengaluru,Laptop,632,Interested
"Doshi, Patel and Soni E-Waste Solutions",Bengaluru,Laptop,1070,Contacted
Behl and Sons E-Waste Solutions,Chennai,E-Bike,836,Contacted
Bajaj Inc E-Waste Solutions,Visakhapatnam,E-Bike,335,Leads Generated
Tella-Kapoor E-Waste Solutions,Chennai,Laptop,1339,Leads Generated
"Kara, More and Ramaswamy E-Waste Solutions",Coimbatore,Laptop,664,Leads Generated
Jha-Magar E-Waste Solutions,Hosur,EV Battery Packs,1113,Leads Generated
Gandhi Inc E-Waste Solutions,Chennai,E-Scooter,149,Interested
Raman PLC E-Waste Solutions,Hosur,Mobile Phone,185,Contacted
"Butala, Oza and Magar E-Waste Solutions",Chennai,E-Scooter,1262,Interested
Pathak and Sons E-Waste Solutions,Hyderabad,EV Battery Packs,1224,Contacted
"Bera, Raju and Gokhale E-Waste Solutions",Hosur,Mobile Phone,468,Qualified
Kamdar-Thaman E-Waste Solutions,Hosur,Laptop,369,Leads Generated
Shroff LLC E-Waste Solutions,Kochi,E-Scooter,231,Qualified
Dewan-Johal E-Waste Solutions,Chennai,Laptop,839,Leads Generated
"Gala, Choudhury and Chaudry E-Waste Solutions",Visakhapatnam,Laptop,1304,Contacted
Sandhu-Gala E-Waste Solutions,Chennai,Mobile Phone,357,Interested
Singhal-Datta E-Waste Solutions,Hosur,Mobile Phone,1489,Leads Generated
Saha Ltd E-Waste Solutions,Bengaluru,EV Battery Packs,1407,Qualified
Dey-Devi E-Waste Solutions,Chennai,E-Bike,746,Qualified
Mittal Ltd E-Waste Solutions,Bengaluru,EV Battery Packs,1027,Leads Generated
Ganesh Inc E-Waste Solutions,Hosur,E-Scooter,968,LOI Received
Walia-Parmer E-Waste Solutions,Bengaluru,E-Scooter,638,Contacted
"Char, Andra and Dugar E-Waste Solutions",Chennai,E-Bike,1362,Contacted
Varkey-Bhatti E-Waste Solutions,Kochi,E-Scooter,942,Interested
Narayanan PLC E-Waste Solutions,Visakhapatnam,Laptop,908,Qualified
Patla and Sons E-Waste Solutions,Kochi,Laptop,1067,Contacted
Jha-Kant E-Waste Solutions,Bengaluru,EV Battery Packs,304,Leads Generated
Kanda-Chandran E-Waste Solutions,Visakhapatnam,Laptop,582,Leads Generated
Handa-Prakash E-Waste Solutions,Visakhapatnam,E-Bike,683,Leads Generated
"Kuruvilla, Rama and Mittal E-Waste Solutions",Bengaluru,Laptop,774,Leads Generated
Ghosh-Brahmbhatt E-Waste Solutions,Hyderabad,E-Scooter,550,Interested
Dewan-Soman E-Waste Solutions,Kochi,E-Scooter,346,Qualified
"Sen, Sant and Kade E-Waste Solutions",Coimbatore,E-Bike,626,Leads Generated
Nadig Inc E-Waste Solutions,Chennai,Mobile Phone,1220,Leads Generated
"Narain, Bhalla and Chhabra E-Waste Solutions",Chennai,EV Battery Packs,1293,Qualified
Khurana-Chandran E-Waste Solutions,Hosur,Laptop,237,Qualified
Panchal-Ratti E-Waste Solutions,Bengaluru,EV Battery Packs,577,Leads Generated
"Panchal, Ram and Bera E-Waste Solutions",Chennai,E-Bike,1231,Leads Generated
Puri Group E-Waste Solutions,Chennai,EV Battery Packs,984,Leads Generated
"Kaul, Shere and Chakraborty E-Waste Solutions",Visakhapatnam,E-Bike,925,Contacted
Srinivasan Ltd E-Waste Solutions,Coimbatore,Mobile Phone,178,Leads Generated
Sagar-Dayal E-Waste Solutions,Coimbatore,EV Battery Packs,823,Leads Generated
Sharma-Pradhan E-Waste Solutions,Hosur,Mobile Phone,1040,Leads Generated
Sampath-Manne E-Waste Solutions,Bengaluru,E-Bike,1224,Contacted
"Sule, Karnik and Menon E-Waste Solutions",Visakhapatnam,Laptop,255,Interested
Dhar Ltd E-Waste Solutions,Coimbatore,Laptop,1078,Leads Generated
"Srinivas, Trivedi and Kadakia E-Waste Solutions",Kochi,Mobile Phone,262,Leads Generated
Wali Group E-Waste Solutions,Hosur,Laptop,938,LOI Received
Toor-Banik E-Waste Solutions,Bengaluru,E-Bike,992,Contacted
Bora-Nigam E-Waste Solutions,Hosur,E-Scooter,456,Interested
"Narang, Brahmbhatt and Patla E-Waste Solutions",Hyderabad,EV Battery Packs,564,Leads Generated
"Bir, Pillai and Keer E-Waste Solutions",Hosur,EV Battery Packs,1281,Leads Generated
Sen-Sangha E-Waste Solutions,Chennai,EV Battery Packs,923,Leads Generated
Sura Ltd E-Waste Solutions,Chennai,E-Bike,445,Contacted
"Chand, Choudhary and Buch E-Waste Solutions",Visakhapatnam,Laptop,336,Contacted
Chakrabarti-Korpal E-Waste Solutions,Bengaluru,E-Bike,332,Contacted
"Shah, Bala and Tata E-Waste Solutions",Kochi,Laptop,1330,Leads Generated
Saini-Dave E-Waste Solutions,Bengaluru,Laptop,1140,Leads Generated
Balay-Natarajan E-Waste Solutions,Hosur,Laptop,802,Interested
"Chand, Deep and Sundaram E-Waste Solutions",Kochi,E-Bike,1350,Contacted
Mammen-Dhar E-Waste Solutions,Hosur,E-Bike,1186,Qualified
Thaker-Tak E-Waste Solutions,Bengaluru,Laptop,917,Leads Generated
"Ratti, Dhar and Gill E-Waste Solutions",Visakhapatnam,EV Battery Packs,309,Contacted
"Vala, Narula and Mital E-Waste Solutions",Hosur,Mobile Phone,382,Contacted
"Rau, D’Alia and Sangha E-Waste Solutions",Bengaluru,E-Scooter,624,Interested
Soni-Sur E-Waste Solutions,Bengaluru,Mobile Phone,1467,Contacted
Reddy-Chopra E-Waste Solutions,Coimbatore,Mobile Phone,157,Contacted
Borde Ltd E-Waste Solutions,Coimbatore,Laptop,939,Leads Generated
Sabharwal LLC E-Waste Solutions,Bengaluru,E-Scooter,214,Contacted
Chawla-Mangal E-Waste Solutions,Hosur,E-Scooter,628,Leads Generated
Chahal PLC E-Waste Solutions,Hyderabad,EV Battery Packs,475,Leads Generated
"Balan, Varty and Mittal E-Waste Solutions",Bengaluru,Laptop,1304,Interested
Singh Ltd E-Waste Solutions,Hyderabad,Mobile Phone,909,Contacted
"Dugal, Bobal and Varty E-Waste Solutions",Visakhapatnam,EV Battery Packs,270,Qualified
"Din, Grewal and Shere E-Waste Solutions",Hosur,E-Bike,999,Contacted
Ramachandran Group E-Waste Solutions,Chennai,Laptop,946,Contacted
"Pall, Verma and Gopal E-Waste Solutions",Kochi,Mobile Phone,1292,Qualified
Bobal and Sons E-Waste Solutions,Kochi,E-Scooter,1306,Leads Generated
Mody PLC E-Waste Solutions,Coimbatore,EV Battery Packs,707,Leads Generated
Saraf PLC E-Waste Solutions,Hyderabad,EV Battery Packs,367,Leads Generated
"Kaul, Kunda and Deo E-Waste Solutions",Kochi,Laptop,1115,Contacted
Mani-Salvi E-Waste Solutions,Coimbatore,E-Scooter,816,LOI Received
"Varughese, Sharma and Mittal E-Waste Solutions",Coimbatore,Laptop,1136,Interested
Setty-Cheema E-Waste Solutions,Hyderabad,Laptop,1306,Interested
Batra Inc E-Waste Solutions,Chennai,EV Battery Packs,311,Leads Generated
Grewal-Thakur E-Waste Solutions,Kochi,EV Battery Packs,1356,Leads Generated
Khosla-Brar E-Waste Solutions,Hosur,E-Scooter,1224,Interested
Setty-Vora E-Waste Solutions,Bengaluru,Mobile Phone,466,Leads Generated
Agrawal and Sons E-Waste Solutions,Bengaluru,Mobile Phone,406,Leads Generated
Rai and Sons E-Waste Solutions,Chennai,Mobile Phone,882,Qualified
"Parmer, Chaudhry and Parmar E-Waste Solutions",Hosur,EV Battery Packs,1399,Leads Generated
Shroff and Sons E-Waste Solutions,Kochi,Mobile Phone,841,LOI Received
"Choudhry, Mital and Sankar E-Waste Solutions",Kochi,Laptop,662,Contacted
"Prabhu, Dhaliwal and Grewal E-Waste Solutions",Coimbatore,E-Bike,350,Leads Generated
"Narayanan, Varma and Kala E-Waste Solutions",Hosur,E-Scooter,920,Contacted
Kakar PLC E-Waste Solutions,Hyderabad,EV Battery Packs,1448,Leads Generated
Ramachandran Ltd E-Waste Solutions,Kochi,Laptop,460,Contacted
Lal-Sahota E-Waste Solutions,Kochi,E-Scooter,1195,Contacted
"Rao, Sheth and Khurana E-Waste Solutions",Coimbatore,EV Battery Packs,306,Contacted
Banerjee-Butala E-Waste Solutions,Hosur,Laptop,955,Leads Generated
Doshi Ltd E-Waste Solutions,Coimbatore,Laptop,474,Leads Generated
Sen and Sons E-Waste Solutions,Visakhapatnam,Laptop,281,Contacted
"Ahuja, Wadhwa and Som E-Waste Solutions",Hyderabad,Laptop,551,Qualified
Gara-Chadha E-Waste Solutions,Visakhapatnam,Mobile Phone,282,Leads Generated
Shroff-Seshadri E-Waste Solutions,Bengaluru,EV Battery Packs,1250,LOI Received
Trivedi Inc E-Waste Solutions,Bengaluru,EV Battery Packs,522,Leads Generated
Sundaram-Dhar E-Waste Solutions,Coimbatore,Laptop,1195,LOI Received
"Sarraf, Basu and Kapoor E-Waste Solutions",Coimbatore,E-Bike,1155,Interested
Cherian LLC E-Waste Solutions,Hyderabad,Laptop,1471,LOI Received
Parikh-Ravi E-Waste Solutions,Bengaluru,EV Battery Packs,1485,Contacted
Mander LLC E-Waste Solutions,Bengaluru,Laptop,343,Leads Generated
Warrior and Sons E-Waste Solutions,Coimbatore,Mobile Phone,137,Leads Generated
Kurian PLC E-Waste Solutions,Bengaluru,E-Scooter,1197,Interested
Gour-Johal E-Waste Solutions,Visakhapatnam,Mobile Phone,430,Qualified
"Kara, Mangal and De E-Waste Solutions",Visakhapatnam,E-Bike,113,Leads Generated
Apte-Nazareth E-Waste Solutions,Hosur,EV Battery Packs,950,Leads Generated
Savant-Bala E-Waste Solutions,Visakhapatnam,E-Scooter,1299,Qualified
Hari-Sarma E-Waste Solutions,Visakhapatnam,Mobile Phone,792,Contacted
"Apte, Saini and Pandya E-Waste Solutions",Kochi,Mobile Phone,814,Interested
Dhawan-Bala E-Waste Solutions,Bengaluru,EV Battery Packs,974,Qualified
Madan Ltd E-Waste Solutions,Chennai,E-Bike,1387,Leads Generated
Thakkar Ltd E-Waste Solutions,Kochi,EV Battery Packs,698,LOI Received
"Bhargava, Sethi and Brar E-Waste Solutions",Kochi,Laptop,149,Contacted
Setty-Sachdeva E-Waste Solutions,Kochi,EV Battery Packs,1195,Interested
Deol LLC E-Waste Solutions,Kochi,Mobile Phone,513,Leads Generated
"Patla, Nath and Grewal E-Waste Solutions",Hosur,E-Scooter,814,Contacted
Pall Ltd E-Waste Solutions,Bengaluru,Mobile Phone,272,Leads Generated
Kamdar-Nadkarni E-Waste Solutions,Coimbatore,Mobile Phone,1074,Interested
"Chahal, Dhingra and Walia E-Waste Solutions",Chennai,EV Battery Packs,923,Leads Generated
Roy PLC E-Waste Solutions,Hyderabad,E-Scooter,1004,Leads Generated
Chaudry-Madan E-Waste Solutions,Hyderabad,EV Battery Packs,1345,Contacted
"Bahri, Chadha and Kumar E-Waste Solutions",Hyderabad,E-Scooter,1163,Leads Generated
Comar LLC E-Waste Solutions,Chennai,E-Scooter,807,Interested
Sur LLC E-Waste Solutions,Bengaluru,E-Scooter,822,Contacted
Ganesh PLC E-Waste Solutions,Hyderabad,Mobile Phone,641,Interested
Barad-Thaman E-Waste Solutions,Chennai,EV Battery Packs,1434,Leads Generated
Wason-Ramachandran E-Waste Solutions,Coimbatore,Laptop,628,LOI Received
Nagy-Chahal E-Waste Solutions,Visakhapatnam,Mobile Phone,1260,LOI Received
Biswas Ltd E-Waste Solutions,Visakhapatnam,EV Battery Packs,311,Leads Generated
"Raghavan, Varty and Mall E-Waste Solutions",Visakhapatnam,Mobile Phone,1490,Interested
"Kade, Chaudhary and Wali E-Waste Solutions",Coimbatore,Laptop,238,Leads Generated
Khosla-Dayal E-Waste Solutions,Kochi,E-Bike,360,LOI Received
"Bera, Mahajan and Narasimhan E-Waste Solutions",Hyderabad,E-Scooter,873,Contacted
Nagi-Warrior E-Waste Solutions,Kochi,EV Battery Packs,1145,Qualified
"Suresh, Narayanan and Hans E-Waste Solutions",Chennai,Mobile Phone,1070,Contacted
Bala-Samra E-Waste Solutions,Kochi,E-Scooter,259,Contacted
Sunder LLC E-Waste Solutions,Coimbatore,Mobile Phone,907,Leads Generated
Bawa PLC E-Waste Solutions,Coimbatore,EV Battery Packs,116,Interested
Thakur-Nagar E-Waste Solutions,Bengaluru,E-Bike,1206,Leads Generated
Krishnan PLC E-Waste Solutions,Chennai,EV Battery Packs,513,Contacted
Minhas-Ganesh E-Waste Solutions,Chennai,Laptop,263,Qualified
Murthy-Chokshi E-Waste Solutions,Hosur,EV Battery Packs,193,Leads Generated
Om Group E-Waste Solutions,Hosur,Laptop,545,Interested
Datta PLC E-Waste Solutions,Hosur,Laptop,242,Leads Generated
Varkey PLC E-Waste Solutions,Bengaluru,EV Battery Packs,1254,Leads Generated
Solanki-Kulkarni E-Waste Solutions,Chennai,Mobile Phone,1014,Contacted
"Balasubramanian, Shroff and Choudhary E-Waste Solutions",Bengaluru,EV Battery Packs,1169,Qualified
Bandi and Sons E-Waste Solutions,Hosur,Mobile Phone,666,Leads Generated
Koshy-Gour E-Waste Solutions,Kochi,Laptop,872,Contacted
Mani LLC E-Waste Solutions,Visakhapatnam,E-Scooter,972,Qualified
"Behl, Reddy and Manne E-Waste Solutions",Bengaluru,E-Scooter,1187,Qualified
Pau PLC E-Waste Solutions,Visakhapatnam,Mobile Phone,1232,Interested
"Sampath, Agate and Rattan E-Waste Solutions",Hosur,E-Bike,374,Contacted
Lata-Nazareth E-Waste Solutions,Chennai,E-Scooter,418,Contacted
"Kala, Keer and Apte E-Waste Solutions",Coimbatore,Laptop,968,Leads Generated
Virk and Sons E-Waste Solutions,Hosur,E-Bike,1191,Interested
Pingle Ltd E-Waste Solutions,Coimbatore,E-Scooter,383,Leads Generated
Reddy-Andra E-Waste Solutions,Coimbatore,E-Bike,1183,Contacted
"Sandal, Chahal and Saha E-Waste Solutions",Coimbatore,Laptop,1113,Leads Generated
Vyas PLC E-Waste Solutions,Kochi,E-Bike,904,Leads Generated
Dixit-Radhakrishnan E-Waste Solutions,Chennai,EV Battery Packs,1314,Leads Generated
Keer Group E-Waste Solutions,Hyderabad,E-Bike,1433,Leads Generated
Manne PLC E-Waste Solutions,Hosur,EV Battery Packs,971,Qualified
Mital and Sons E-Waste Solutions,Chennai,Laptop,1232,Leads Generated
Deep LLC E-Waste Solutions,Kochi,EV Battery Packs,1352,LOI Received
"Dayal, Saraf and Mohan E-Waste Solutions",Hyderabad,E-Scooter,248,Leads Generated
Palan LLC E-Waste Solutions,Hyderabad,EV Battery Packs,1160,Leads Generated
Prasad-Dutta E-Waste Solutions,Kochi,E-Bike,809,Leads Generated
Parsa Ltd E-Waste Solutions,Bengaluru,Laptop,599,Qualified
"Kalita, Seshadri and Issac E-Waste Solutions",Visakhapatnam,Laptop,868,Leads Generated
"Chahal, Singhal and Goswami E-Waste Solutions",Bengaluru,E-Bike,934,Contacted
Goswami LLC E-Waste Solutions,Hyderabad,E-Bike,621,Contacted
Singhal Ltd E-Waste Solutions,Bengaluru,E-Bike,651,Leads Generated
"Natt, Mitra and Chada E-Waste Solutions",Hyderabad,Mobile Phone,801,Qualified
Chada PLC E-Waste Solutions,Hosur,E-Scooter,555,Leads Generated
Kohli Group E-Waste Solutions,Visakhapatnam,E-Scooter,286,Leads Generated
Balakrishnan Group E-Waste Solutions,Chennai,Laptop,1007,Qualified
Upadhyay Inc E-Waste Solutions,Coimbatore,Laptop,1438,Leads Generated
Nagar-Bath E-Waste Solutions,Coimbatore,Laptop,402,Contacted
Sur and Sons E-Waste Solutions,Bengaluru,E-Scooter,797,Leads Generated
